Begin,End,Activity,Case,Duration
"2023-03-21 09:35:12,2023-03-21 09:38:04,""Preparing and providing teaching sessions for students, providing prospective students with information"",BPM course,0 days 00:02:52"
"2023-03-21 09:38:46,2023-03-21 09:47:08,""Preparing and providing teaching sessions for students, providing prospective students with information"",BPM course,0 days 00:08:22"
2023-03-21 09:50:21,2023-03-21 09:53:39,Organizing practical aspects of events,Brainstorm seminar on PM human-in-the-loop,0 days 00:03:18
2023-03-21 09:58:49,2023-03-21 09:59:13,Communicating about events,BPM conference 2023,0 days 00:00:24
2023-03-21 10:00:07,2023-03-21 10:03:23,Communicating to students about the teaching material and assessment,BPM course,0 days 00:03:16
2023-03-21 10:03:26,2023-03-21 10:03:32,Communicating to students about the teaching material and assessment,BPM course,0 days 00:00:06
2023-03-21 10:12:10,2023-03-21 10:14:16,Actively contributing to social debates,Future of Work Think paper,0 days 00:02:06
2023-03-21 10:20:20,2023-03-21 10:21:35,Actively contributing to social debates,Future of Work Think paper,0 days 00:01:15
2023-03-21 10:21:41,2023-03-21 10:23:39,Adapting the publication following responses from reviewers and fellow researchers,RCIS paper on recording techniques,0 days 00:01:58
2023-03-21 10:24:18,2023-03-21 10:25:09,Adapting the publication following responses from reviewers and fellow researchers,RCIS paper on recording techniques,0 days 00:00:51
2023-03-21 10:27:40,2023-03-21 10:32:28,Actively contributing to social debates,Future of Work Think paper,0 days 00:04:48
2023-03-21 10:32:34,2023-03-21 10:32:37,Actively contributing to social debates,Future of Work Think paper,0 days 00:00:03
2023-03-21 10:33:17,2023-03-21 10:33:35,Organizing national and international travelling,ECIS conference 2023,0 days 00:00:18
2023-03-21 10:33:35,2023-03-21 10:33:59,Actively contributing to social debates,Future of Work Think paper,0 days 00:00:24
2023-03-21 10:33:59,2023-03-21 10:34:02,Organizing national and international travelling,ECIS conference 2023,0 days 00:00:03
2023-03-21 10:34:02,2023-03-21 10:35:23,Organizing national and international travelling,RCIS conference 2023,0 days 00:01:21
2023-03-21 10:35:50,2023-03-21 10:37:41,Organizing national and international travelling,RCIS conference 2023,0 days 00:01:51
2023-03-21 10:37:41,2023-03-21 10:38:05,Organizing national and international travelling,ECIS conference 2023,0 days 00:00:24
2023-03-21 10:38:08,2023-03-21 10:38:23,Organizing national and international travelling,ECIS conference 2023,0 days 00:00:15
2023-03-21 10:39:15,2023-03-21 10:39:24,Organizing national and international travelling,ECIS conference 2023,0 days 00:00:09
2023-03-21 10:39:24,2023-03-21 10:39:27,Organizing national and international travelling,RCIS conference 2023,0 days 00:00:03
2023-03-21 10:39:42,2023-03-21 10:39:45,Actively contributing to social debates,Future of Work Think paper,0 days 00:00:03
2023-03-21 10:40:51,2023-03-21 10:40:54,Organizing national and international travelling,RCIS conference 2023,0 days 00:00:03
2023-03-21 10:40:54,2023-03-21 10:40:57,Organizing national and international travelling,ECIS conference 2023,0 days 00:00:03
2023-03-21 10:41:36,2023-03-21 10:43:09,Organizing national and international travelling,ECIS conference 2023,0 days 00:01:33
2023-03-21 10:44:30,2023-03-21 10:45:19,Actively contributing to social debates,Future of Work Think paper,0 days 00:00:49
2023-03-21 10:45:22,2023-03-21 10:46:04,Actively contributing to social debates,Future of Work Think paper,0 days 00:00:42
2023-03-21 10:46:07,2023-03-21 10:46:28,Organizing national and international travelling,ECIS conference 2023,0 days 00:00:21
2023-03-21 10:46:28,2023-03-21 10:46:34,Actively contributing to social debates,Future of Work Think paper,0 days 00:00:06
2023-03-21 10:46:37,2023-03-21 10:57:15,Actively contributing to social debates,Future of Work Think paper,0 days 00:10:38
2023-03-21 10:57:48,2023-03-21 11:01:51,Actively contributing to social debates,Future of Work Think paper,0 days 00:04:03
2023-03-21 11:01:54,2023-03-21 11:03:46,Organizing practical aspects of events,ECIS conference 2023,0 days 00:01:52
2023-03-21 11:04:34,2023-03-21 11:05:01,Actively contributing to social debates,Future of Work Think paper,0 days 00:00:27
2023-03-21 11:05:01,2023-03-21 11:18:09,Organizing national and international travelling,ECIS conference 2023,0 days 00:13:08
2023-03-21 11:19:42,2023-03-21 11:21:18,Actively contributing to social debates,Future of Work Think paper,0 days 00:01:36
2023-03-21 11:21:27,2023-03-21 11:22:37,Actively contributing to social debates,Future of Work Think paper,0 days 00:01:10
2023-03-21 11:24:07,2023-03-21 11:24:58,Organizing national and international travelling,ECIS conference 2023,0 days 00:00:51
2023-03-21 11:25:04,2023-03-21 11:25:25,Organizing national and international travelling,ECIS conference 2023,0 days 00:00:21
2023-03-21 11:26:22,2023-03-21 11:52:30,Organizing national and international travelling,ECIS conference 2023,0 days 00:26:08
2023-03-21 11:52:30,2023-03-21 11:52:33,Organizing practical aspects of events,ECIS conference 2023,0 days 00:00:03
2023-03-21 11:52:36,2023-03-21 11:53:03,Actively contributing to social debates,Future of Work Think paper,0 days 00:00:27
2023-03-21 11:53:03,2023-03-21 11:53:48,Organizing practical aspects of events,ECIS conference 2023,0 days 00:00:45
2023-03-21 11:53:51,2023-03-21 12:02:56,Actively contributing to social debates,Future of Work Think paper,0 days 00:09:05
2023-03-21 12:02:56,2023-03-21 12:06:53,Communicating to students about the teaching material and assessment,BPM course,0 days 00:03:57
2023-03-21 12:07:26,2023-03-21 12:09:18,Communicating to students about the teaching material and assessment,BPM course,0 days 00:01:52
2023-03-21 12:09:21,2023-03-21 12:09:54,Actively contributing to social debates,Future of Work Think paper,0 days 00:00:33
2023-03-21 12:09:54,2023-03-21 12:11:12,Communicating to students about the teaching material and assessment,BPM course,0 days 00:01:18
2023-03-21 12:11:12,2023-03-21 12:11:15,Actively contributing to social debates,Future of Work Think paper,0 days 00:00:03
2023-03-21 12:11:21,2023-03-21 12:11:24,Actively contributing to social debates,Future of Work Think paper,0 days 00:00:03
2023-03-21 12:46:55,2023-03-21 12:46:58,Communicating to students about the teaching material and assessment,BPM course,0 days 00:00:03
2023-03-21 12:47:11,2023-03-21 12:50:56,Actively contributing to social debates,Future of Work Think paper,0 days 00:03:45
2023-03-21 12:50:56,2023-03-21 12:50:59,Communicating to students about the teaching material and assessment,BPM course,0 days 00:00:03
2023-03-21 12:50:59,2023-03-21 12:58:10,Actively contributing to social debates,Future of Work Think paper,0 days 00:07:11
2023-03-21 12:58:10,2023-03-21 12:58:13,Communicating to students about the teaching material and assessment,BPM course,0 days 00:00:03
2023-03-21 12:58:13,2023-03-21 13:13:49,Actively contributing to social debates,Future of Work Think paper,0 days 00:15:36
2023-03-21 13:14:49,2023-03-21 13:18:55,Actively contributing to social debates,Future of Work Think paper,0 days 00:04:06
2023-03-21 13:18:55,2023-03-21 13:18:58,Communicating to students about the teaching material and assessment,BPM course,0 days 00:00:03
2023-03-21 13:18:58,2023-03-21 13:22:37,Actively contributing to social debates,Future of Work Think paper,0 days 00:03:39
2023-03-21 13:23:19,2023-03-21 13:37:05,Actively contributing to social debates,Future of Work Think paper,0 days 00:13:46
2023-03-21 13:38:35,2023-03-21 13:39:02,Actively contributing to social debates,Future of Work Think paper,0 days 00:00:27
2023-03-21 13:39:02,2023-03-21 13:42:42,Communicating to students about the teaching material and assessment,BPM course,0 days 00:03:40
2023-03-21 13:42:45,2023-03-21 13:51:01,Communicating to students about the teaching material and assessment,BPM course,0 days 00:08:16
2023-03-21 13:51:01,2023-03-21 13:52:04,Organizing practical aspects of events,AI Lab for Public Services,0 days 00:01:03
2023-03-21 13:54:04,2023-03-21 13:54:07,Organizing practical aspects of events,AI Lab for Public Services,0 days 00:00:03
2023-03-21 13:54:22,2023-03-21 13:54:28,Organizing practical aspects of events,AI Lab for Public Services,0 days 00:00:06
2023-03-21 13:56:17,2023-03-21 13:56:20,Actively contributing to social debates,Future of Work Think paper,0 days 00:00:03
2023-03-21 13:56:23,2023-03-21 14:01:51,Actively contributing to social debates,Future of Work Think paper,0 days 00:05:28
2023-03-21 14:08:10,2023-03-21 15:14:52,Actively contributing to social debates,Future of Work Think paper,0 days 01:06:42
2023-03-21 15:29:33,2023-03-21 15:41:26,Drafting a research plan,OTP Workload monitor,0 days 00:11:53
2023-03-21 15:41:32,2023-03-21 15:43:08,Drafting a research plan,OTP Workload monitor,0 days 00:01:36
2023-03-21 15:55:25,2023-03-21 16:03:21,Drafting a research plan,OTP Workload monitor,0 days 00:07:56
2023-03-21 16:03:30,2023-03-21 16:03:42,Drafting a research plan,OTP Workload monitor,0 days 00:00:12
2023-03-21 16:07:06,2023-03-21 16:08:37,Drafting a research plan,OTP Workload monitor,0 days 00:01:31
2023-03-21 16:11:25,2023-03-21 16:16:17,Drafting a research plan,OTP Workload monitor,0 days 00:04:52
2023-03-21 16:16:23,2023-03-21 16:16:56,Drafting a research plan,OTP Workload monitor,0 days 00:00:33
2023-03-21 16:17:11,2023-03-21 16:17:26,Drafting a research plan,OTP Workload monitor,0 days 00:00:15
2023-03-21 16:18:56,2023-03-21 16:18:59,Drafting a research plan,OTP Workload monitor,0 days 00:00:03
2023-03-21 16:24:12,2023-03-21 16:24:15,Drafting a research plan,OTP Workload monitor,0 days 00:00:03
2023-03-21 16:24:15,2023-03-21 16:25:27,Proposing events,Tutorial on task support for PM,0 days 00:01:12
2023-03-21 16:27:25,2023-03-21 16:32:07,Proposing events,Tutorial on task support for PM,0 days 00:04:42
2023-03-21 16:35:59,2023-03-21 16:40:30,Proposing events,Tutorial on task support for PM,0 days 00:04:31
2023-03-21 16:40:57,2023-03-21 16:42:21,Proposing events,Tutorial on task support for PM,0 days 00:01:24
2023-03-21 16:42:30,2023-03-21 16:44:36,Proposing events,Tutorial on task support for PM,0 days 00:02:06
2023-03-21 16:44:42,2023-03-21 16:45:03,Proposing events,Tutorial on task support for PM,0 days 00:00:21
2023-03-21 17:00:25,2023-03-21 17:01:43,Organizing national and international travelling,RCIS conference 2023,0 days 00:01:18
2023-03-21 17:01:52,2023-03-21 17:06:32,Organizing national and international travelling,RCIS conference 2023,0 days 00:04:40
2023-03-21 17:08:08,2023-03-21 17:10:36,Organizing national and international travelling,RCIS conference 2023,0 days 00:02:28
2023-03-21 17:11:09,2023-03-21 17:24:20,Organizing national and international travelling,RCIS conference 2023,0 days 00:13:11
2023-03-21 17:25:08,2023-03-21 17:28:05,Organizing national and international travelling,RCIS conference 2023,0 days 00:02:57
2023-03-21 17:28:15,2023-03-21 17:32:24,Organizing national and international travelling,RCIS conference 2023,0 days 00:04:09
2023-03-21 17:33:06,2023-03-21 17:34:54,Organizing national and international travelling,RCIS conference 2023,0 days 00:01:48
"2023-03-21 17:35:30,2023-03-21 17:39:46,""Discussing the structure, provision and progress of the assignment with students"",***name46***,0 days 00:04:16"
2023-03-21 17:39:46,2023-03-21 17:39:49,Organizing national and international travelling,RCIS conference 2023,0 days 00:00:03
"2023-03-21 17:39:49,2023-03-21 17:40:40,""Discussing the structure, provision and progress of the assignment with students"",***name46***,0 days 00:00:51"
2023-03-21 17:40:40,2023-03-21 17:48:20,Organizing national and international travelling,RCIS conference 2023,0 days 00:07:40
2023-03-21 17:48:59,2023-03-21 17:55:45,Organizing national and international travelling,RCIS conference 2023,0 days 00:06:46
"2023-03-21 17:55:48,2023-03-21 17:56:48,""Discussing the structure, provision and progress of the assignment with students"",***name46***,0 days 00:01:00"
2023-03-21 18:04:35,2023-03-21 18:32:27,Organizing national and international travelling,RCIS conference 2023,0 days 00:27:52
2023-03-22 08:52:26,2023-03-22 08:54:32,Conducting research,Active Window Tracking,0 days 00:02:06
2023-03-22 08:59:45,2023-03-22 09:00:15,Conducting research,Active Window Tracking,0 days 00:00:30
2023-03-22 09:02:06,2023-03-22 09:03:15,Conducting research,Active Window Tracking,0 days 00:01:09
2023-03-22 09:03:24,2023-03-22 09:12:35,Conducting research,Active Window Tracking,0 days 00:09:11
2023-03-22 09:13:05,2023-03-22 09:26:58,Conducting research,Active Window Tracking,0 days 00:13:53
"2023-03-22 09:28:17,2023-03-22 09:28:29,""Initiating a new research project in coordination with relevant national and international colleagues (and external parties) based on relevant developments (scientific content, needs of society, opportunities for valorisation)"",Active Window Tracking,0 days 00:00:12"
"2023-03-22 09:31:14,2023-03-22 09:35:15,""Initiating a new research project in coordination with relevant national and international colleagues (and external parties) based on relevant developments (scientific content, needs of society, opportunities for valorisation)"",Active Window Tracking,0 days 00:04:01"
"2023-03-22 09:35:21,2023-03-22 09:35:24,""Initiating a new research project in coordination with relevant national and international colleagues (and external parties) based on relevant developments (scientific content, needs of society, opportunities for valorisation)"",Active Window Tracking,0 days 00:00:03"
2023-03-22 09:35:24,2023-03-22 09:36:45,Conducting research,Active Window Tracking,0 days 00:01:21
2023-03-22 09:38:00,2023-03-22 10:02:13,Conducting research,Active Window Tracking,0 days 00:24:13
2023-03-22 10:05:05,2023-03-22 10:17:49,Conducting research,Active Window Tracking,0 days 00:12:44
2023-03-22 10:22:23,2023-03-22 11:06:31,Conducting research,Active Window Tracking,0 days 00:44:08
2023-03-22 11:12:47,2023-03-22 11:44:16,Conducting research,Active Window Tracking,0 days 00:31:29
2023-03-22 11:44:19,2023-03-22 11:56:27,Communicating about events,BPM conference 2023,0 days 00:12:08
2023-03-22 12:50:05,2023-03-22 12:50:20,Communicating about events,BPM conference 2023,0 days 00:00:15
2023-03-22 12:50:30,2023-03-22 12:50:35,Communicating about events,BPM conference 2023,0 days 00:00:05
2023-03-22 12:52:21,2023-03-22 12:54:09,Communicating about events,BPM conference 2023,0 days 00:01:48
2023-03-22 12:54:21,2023-03-22 12:56:55,Organizing national and international travelling,RCIS conference 2023,0 days 00:02:34
2023-03-22 12:57:10,2023-03-22 13:00:01,Drafting exam papers,BPM course,0 days 00:02:51
2023-03-22 13:00:16,2023-03-22 13:06:16,Drafting exam papers,BPM course,0 days 00:06:00
2023-03-22 13:07:43,2023-03-22 13:12:49,Drafting exam papers,BPM course,0 days 00:05:06
2023-03-22 13:13:10,2023-03-22 13:22:55,Drafting exam papers,BPM course,0 days 00:09:45
2023-03-22 13:24:10,2023-03-22 13:28:41,Drafting exam papers,BPM course,0 days 00:04:31
2023-03-22 13:33:56,2023-03-22 13:35:56,Drafting exam papers,BPM course,0 days 00:02:00
2023-03-22 13:36:02,2023-03-22 13:49:15,Drafting exam papers,BPM course,0 days 00:13:13
2023-03-22 13:50:43,2023-03-22 14:14:08,Drafting exam papers,BPM course,0 days 00:23:25
2023-03-22 14:15:08,2023-03-22 14:16:29,Drafting exam papers,BPM course,0 days 00:01:21
2023-03-22 14:18:06,2023-03-22 15:06:32,Drafting exam papers,BPM course,0 days 00:48:26
2023-03-22 15:06:41,2023-03-22 15:16:58,Drafting exam papers,BPM course,0 days 00:10:17
2023-03-22 15:19:25,2023-03-22 15:35:37,Drafting exam papers,BPM course,0 days 00:16:12
2023-03-22 15:35:52,2023-03-22 15:41:42,Drafting exam papers,BPM course,0 days 00:05:50
2023-03-22 15:43:27,2023-03-22 15:44:36,Drafting exam papers,BPM course,0 days 00:01:09
2023-03-22 15:49:19,2023-03-22 15:55:20,Drafting exam papers,BPM course,0 days 00:06:01
2023-03-22 15:55:38,2023-03-22 15:56:57,Drafting exam papers,BPM course,0 days 00:01:19
2023-03-22 15:57:00,2023-03-22 15:58:54,Drafting exam papers,BPM course,0 days 00:01:54
2023-03-22 15:58:57,2023-03-22 16:06:21,Organizing practical aspects of events,AI Lab for Public Services,0 days 00:07:24
2023-03-22 16:06:30,2023-03-22 16:11:06,Organizing practical aspects of events,AI Lab for Public Services,0 days 00:04:36
2023-03-22 16:14:45,2023-03-22 16:15:57,Organizing practical aspects of events,AI Lab for Public Services,0 days 00:01:12
2023-03-22 16:16:24,2023-03-22 16:17:30,Organizing practical aspects of events,AI Lab for Public Services,0 days 00:01:06
2023-03-22 16:18:15,2023-03-22 16:19:30,Organizing practical aspects of events,AI Lab for Public Services,0 days 00:01:15
2023-03-22 16:21:00,2023-03-22 16:22:06,Organizing practical aspects of events,AI Lab for Public Services,0 days 00:01:06
2023-03-22 16:23:24,2023-03-22 16:35:41,Organizing practical aspects of events,AI Lab for Public Services,0 days 00:12:17
2023-03-22 16:35:41,2023-03-22 16:35:44,Drafting exam papers,BPM course,0 days 00:00:03
2023-03-22 16:35:47,2023-03-22 16:37:17,Drafting exam papers,BPM course,0 days 00:01:30
2023-03-22 16:39:08,2023-03-22 16:39:11,Drafting exam papers,BPM course,0 days 00:00:03
2023-03-22 16:39:11,2023-03-22 16:39:17,Organizing practical aspects of events,AI Lab for Public Services,0 days 00:00:06
2023-03-22 16:39:17,2023-03-22 16:39:20,Drafting exam papers,BPM course,0 days 00:00:03
2023-03-22 16:39:20,2023-03-22 16:41:38,Organizing national and international travelling,RCIS conference 2023,0 days 00:02:18
2023-03-22 16:41:59,2023-03-22 16:50:35,Organizing national and international travelling,RCIS conference 2023,0 days 00:08:36
2023-03-22 16:50:39,2023-03-22 16:56:27,Organizing national and international travelling,RCIS conference 2023,0 days 00:05:48
2023-03-22 16:56:36,2023-03-22 16:58:33,Organizing national and international travelling,RCIS conference 2023,0 days 00:01:57
2023-03-22 16:58:36,2023-03-22 17:08:51,Organizing national and international travelling,BPM conference 2023,0 days 00:10:15
2023-03-22 17:12:55,2023-03-22 17:13:01,Organizing practical aspects of events,AI Lab for Public Services,0 days 00:00:06
2023-03-22 17:16:58,2023-03-22 17:17:01,Organizing national and international travelling,RCIS conference 2023,0 days 00:00:03
2023-03-22 17:23:11,2023-03-22 17:23:38,Organizing national and international travelling,BPM conference 2023,0 days 00:00:27
2023-03-22 17:23:38,2023-03-22 17:23:41,Organizing national and international travelling,RCIS conference 2023,0 days 00:00:03
2023-03-22 17:25:00,2023-03-22 17:25:09,Drafting exam papers,BPM course,0 days 00:00:09
2023-03-22 17:25:09,2023-03-22 17:25:12,Organizing national and international travelling,BPM conference 2023,0 days 00:00:03
2023-03-22 17:25:12,2023-03-22 17:25:27,Drafting exam papers,BPM course,0 days 00:00:15
2023-03-22 17:25:27,2023-03-22 17:25:30,Organizing national and international travelling,BPM conference 2023,0 days 00:00:03
2023-03-22 17:25:33,2023-03-22 17:25:36,Drafting exam papers,BPM course,0 days 00:00:03
2023-03-22 17:25:36,2023-03-22 17:25:39,Organizing practical aspects of events,AI Lab for Public Services,0 days 00:00:03
2023-03-22 17:25:39,2023-03-22 17:25:42,Drafting exam papers,BPM course,0 days 00:00:03
2023-03-22 17:25:42,2023-03-22 17:25:45,Organizing practical aspects of events,AI Lab for Public Services,0 days 00:00:03
2023-03-22 17:25:48,2023-03-22 17:27:24,Drafting exam papers,BPM course,0 days 00:01:36
2023-03-22 17:27:57,2023-03-22 17:37:35,Drafting exam papers,BPM course,0 days 00:09:38
2023-03-22 17:38:11,2023-03-22 17:40:23,Drafting exam papers,BPM course,0 days 00:02:12
2023-03-22 17:40:26,2023-03-22 17:40:29,Organizing national and international travelling,BPM conference 2023,0 days 00:00:03
2023-03-22 17:40:29,2023-03-22 17:58:27,Drafting exam papers,BPM course,0 days 00:17:58
2023-03-22 18:23:56,2023-03-22 18:26:18,Drafting exam papers,BPM course,0 days 00:02:22
2023-03-22 18:42:18,2023-03-22 18:48:04,Drafting exam papers,BPM course,0 days 00:05:46
2023-03-22 18:48:55,2023-03-22 18:51:46,Drafting exam papers,BPM course,0 days 00:02:51
2023-03-23 09:05:21,2023-03-23 09:16:20,Drafting conference papers and giving lectures at conferences,Active Window Tracking,0 days 00:10:59
2023-03-23 09:16:23,2023-03-23 09:21:42,Drafting conference papers and giving lectures at conferences,Active Window Tracking,0 days 00:05:19
2023-03-23 09:24:52,2023-03-23 09:24:55,Adapting the publication following responses from reviewers and fellow researchers,ECIS paper on RPA priorities,0 days 00:00:03
2023-03-23 09:25:01,2023-03-23 09:31:11,Adapting the publication following responses from reviewers and fellow researchers,ECIS paper on RPA priorities,0 days 00:06:10
2023-03-23 09:33:08,2023-03-23 10:56:53,Adapting the publication following responses from reviewers and fellow researchers,RCIS paper on recording techniques,0 days 01:23:45
2023-03-23 11:03:09,2023-03-23 11:12:59,Organizing practical aspects of events,AI Lab for Public Services,0 days 00:09:50
2023-03-23 11:12:59,2023-03-23 11:22:57,Exploring and assessing the societal need for research and the opportunities for valorisation of that research,BISE special issue on mismatches event data and reality,0 days 00:09:58
2023-03-23 11:24:31,2023-03-23 11:26:10,Exploring and assessing the societal need for research and the opportunities for valorisation of that research,BISE special issue on mismatches event data and reality,0 days 00:01:39
2023-03-23 11:27:07,2023-03-23 11:29:14,Exploring and assessing the societal need for research and the opportunities for valorisation of that research,BISE special issue on mismatches event data and reality,0 days 00:02:07
2023-03-23 11:30:20,2023-03-23 11:30:26,Organizing practical aspects of events,AI Lab for Public Services,0 days 00:00:06
2023-03-23 11:36:36,2023-03-23 11:36:39,Organizing practical aspects of events,AI Lab for Public Services,0 days 00:00:03
2023-03-23 12:42:21,2023-03-23 13:16:56,Organizing practical aspects of events,AI Lab for Public Services,0 days 00:34:35
2023-03-23 13:20:42,2023-03-23 13:35:54,Organizing practical aspects of events,AI Lab for Public Services,0 days 00:15:12
2023-03-23 13:36:45,2023-03-23 14:08:17,Organizing practical aspects of events,AI Lab for Public Services,0 days 00:31:32
2023-03-23 14:08:23,2023-03-23 14:12:15,Organizing practical aspects of events,AI Lab for Public Services,0 days 00:03:52
2023-03-23 14:13:57,2023-03-23 14:14:27,Organizing practical aspects of events,AI Lab for Public Services,0 days 00:00:30
2023-03-23 14:29:45,2023-03-23 14:41:59,Organizing national and international travelling,BPM conference 2023,0 days 00:12:14
2023-03-23 14:42:05,2023-03-23 14:51:52,Organizing national and international travelling,BPM conference 2023,0 days 00:09:47
2023-03-23 14:54:46,2023-03-23 14:56:56,Organizing national and international travelling,BPM conference 2023,0 days 00:02:10
2023-03-23 15:12:07,2023-03-23 15:19:27,Organizing practical aspects of events,AI Lab for Public Services,0 days 00:07:20
2023-03-23 15:27:46,2023-03-23 15:41:55,Organizing practical aspects of events,AI Lab for Public Services,0 days 00:14:09
2023-03-23 15:42:10,2023-03-23 16:03:50,Communicating about events,ECIS conference 2023,0 days 00:21:40
2023-03-23 16:04:27,2023-03-23 16:22:44,Communicating about events,ECIS conference 2023,0 days 00:18:17
2023-03-23 16:23:27,2023-03-23 16:35:05,Communicating about events,ECIS conference 2023,0 days 00:11:38
2023-03-23 16:35:20,2023-03-23 17:26:07,Communicating about events,ECIS conference 2023,0 days 00:50:47
2023-03-23 17:26:10,2023-03-23 17:29:08,Reviewing journal and conference papers,BPM conference 2023,0 days 00:02:58
2023-03-23 17:32:38,2023-03-23 17:33:45,Reviewing journal and conference papers,BPM conference 2023,0 days 00:01:07
2023-03-23 17:35:15,2023-03-23 17:35:39,Reviewing journal and conference papers,BPM conference 2023,0 days 00:00:24
2023-03-23 17:35:48,2023-03-23 17:36:27,Reviewing journal and conference papers,BPM conference 2023,0 days 00:00:39
2023-03-23 17:37:15,2023-03-23 17:37:18,Reviewing journal and conference papers,BPM conference 2023,0 days 00:00:03
2023-03-23 17:39:07,2023-03-23 17:39:34,Reviewing journal and conference papers,BPM conference 2023,0 days 00:00:27
2023-03-23 17:39:40,2023-03-23 17:40:07,Reviewing journal and conference papers,BPM conference 2023,0 days 00:00:27
2023-03-23 17:40:19,2023-03-23 17:41:04,Reviewing journal and conference papers,BPM conference 2023,0 days 00:00:45
2023-03-23 17:41:31,2023-03-23 17:42:25,Reviewing journal and conference papers,BPM conference 2023,0 days 00:00:54
2023-03-23 17:42:37,2023-03-23 17:50:08,Reviewing journal and conference papers,BPM conference 2023,0 days 00:07:31
2023-03-23 17:50:14,2023-03-23 17:50:17,Reviewing journal and conference papers,BPM conference 2023,0 days 00:00:03
2023-03-23 17:51:00,2023-03-23 17:51:03,Reviewing journal and conference papers,BPM conference 2023,0 days 00:00:03
2023-03-23 17:53:33,2023-03-23 17:53:36,Reviewing journal and conference papers,BPM conference 2023,0 days 00:00:03
2023-03-23 17:53:45,2023-03-23 17:54:03,Communicating about events,ECIS conference 2023,0 days 00:00:18
2023-03-23 17:54:27,2023-03-23 17:54:30,Reviewing journal and conference papers,BPM conference 2023,0 days 00:00:03
2023-03-23 17:54:48,2023-03-23 17:55:27,Reviewing journal and conference papers,BPM conference 2023,0 days 00:00:39
2023-03-23 17:55:42,2023-03-23 17:55:54,Reviewing journal and conference papers,BPM conference 2023,0 days 00:00:12
2023-03-23 17:56:30,2023-03-23 18:00:40,Reviewing journal and conference papers,BPM conference 2023,0 days 00:04:10
2023-03-23 18:19:22,2023-03-23 18:19:28,Reviewing journal and conference papers,BPM conference 2023,0 days 00:00:06
2023-03-23 18:19:34,2023-03-23 18:23:04,Reviewing journal and conference papers,BPM conference 2023,0 days 00:03:30
2023-03-23 18:23:11,2023-03-23 18:36:58,Reviewing journal and conference papers,BPM conference 2023,0 days 00:13:47
2023-03-23 18:37:07,2023-03-23 18:37:10,Reviewing journal and conference papers,BPM conference 2023,0 days 00:00:03
2023-03-23 18:38:01,2023-03-23 18:42:08,Reviewing journal and conference papers,BPM conference 2023,0 days 00:04:07
2023-03-23 18:42:11,2023-03-23 18:43:14,Reviewing journal and conference papers,BPM conference 2023,0 days 00:01:03
2023-03-23 18:43:20,2023-03-23 18:47:36,Reviewing journal and conference papers,BPM conference 2023,0 days 00:04:16
2023-03-23 18:47:45,2023-03-23 18:50:55,Reviewing journal and conference papers,BPM conference 2023,0 days 00:03:10
2023-03-23 18:51:10,2023-03-23 19:03:27,Reviewing journal and conference papers,BPM conference 2023,0 days 00:12:17
2023-03-23 19:03:27,2023-03-23 19:03:30,Communicating about events,ECIS conference 2023,0 days 00:00:03
2023-03-24 09:01:44,2023-03-24 09:01:50,Communicating about events,ECIS conference 2023,0 days 00:00:06
2023-03-24 09:01:53,2023-03-24 09:07:51,Communicating about events,ECIS conference 2023,0 days 00:05:58
2023-03-24 09:08:19,2023-03-24 09:13:02,Communicating about events,ECIS conference 2023,0 days 00:04:43
2023-03-24 09:13:59,2023-03-24 09:14:08,Communicating about events,ECIS conference 2023,0 days 00:00:09
2023-03-24 09:14:14,2023-03-24 09:19:09,Communicating about events,ECIS conference 2023,0 days 00:04:55
"2023-03-24 09:19:51,2023-03-24 09:20:45,""Discussing the structure, provision and progress of the assignment with students"",***name12***,0 days 00:00:54"
"2023-03-24 09:20:51,2023-03-24 09:22:30,""Discussing the structure, provision and progress of the assignment with students"",***name12***,0 days 00:01:39"
2023-03-24 09:22:39,2023-03-24 09:23:30,Exploring and assessing the societal need for research and the opportunities for valorisation of that research,BISE special issue on mismatches event data and reality,0 days 00:00:51
"2023-03-24 09:23:39,2023-03-24 09:23:42,""Discussing the structure, provision and progress of the assignment with students"",***name12***,0 days 00:00:03"
"2023-03-24 09:25:37,2023-03-24 09:38:41,""Discussing the structure, provision and progress of the assignment with students"",***name12***,0 days 00:13:04"
"2023-03-24 09:43:54,2023-03-24 09:51:10,""Discussing the structure, provision and progress of the assignment with students"",***name12***,0 days 00:07:16"
"2023-03-24 09:51:22,2023-03-24 10:07:14,""Discussing the structure, provision and progress of the assignment with students"",***name12***,0 days 00:15:52"
"2023-03-24 10:07:26,2023-03-24 10:08:35,""Discussing the structure, provision and progress of the assignment with students"",***name12***,0 days 00:01:09"
"2023-03-24 10:09:51,2023-03-24 10:12:06,""Discussing the structure, provision and progress of the assignment with students"",***name12***,0 days 00:02:15"
"2023-03-24 10:13:03,2023-03-24 10:23:06,""Discussing the structure, provision and progress of the assignment with students"",***name12***,0 days 00:10:03"
"2023-03-24 10:24:51,2023-03-24 10:26:21,""Discussing the structure, provision and progress of the assignment with students"",***name12***,0 days 00:01:30"
"2023-03-24 10:27:33,2023-03-24 10:30:36,""Discussing the structure, provision and progress of the assignment with students"",***name12***,0 days 00:03:03"
2023-03-24 10:30:36,2023-03-24 10:33:12,Organizing practical aspects of events,AI Lab for Public Services,0 days 00:02:36
